Temperature,EC,PH,Salinity,DO
22.7,0.56,7.6,0.36,7.4
24.3,1.02,7.5,0.65,7.1
22.9,0.55,7.2,0.35,7.1
20.1,0.56,7.5,0.36,7.9
21.4,1.09,7.5,0.7,7.3
22.2,0.93,7.7,0.6,7.6
23.6,0.94,7.7,0.6,8
24.3,1.06,7.7,0.68,7.3
20.7,0.67,7.5,0.43,7.9
23.8,0.71,7.2,0.46,6.9
24.3,0.54,7.5,0.34,7.9
23.2,0.53,7.9,0.34,7.1
24.2,0.67,7.8,0.43,6.5
24.1,0.57,7.5,0.37,6.9
23,0.88,7.9,0.56,7.8
25,0.58,7.9,0.37,7.8
23.2,0.81,7.1,0.52,7.1
18.6,0.71,7.5,0.45,7.4
23.7,0.66,7.9,0.42,7.6
24.4,0.53,7.7,0.34,7.2
24.2,0.52,7.7,0.33,7.2
24.2,0.66,7.8,0.42,6.7
24.9,0.6,7.9,0.38,7
24.8,0.84,8,0.54,8
24.9,0.54,7.9,0.34,7.7
24.4,0.84,8,0.54,7.5
24.7,1.1,7.6,0.7,6.8
23.1,0.52,7.8,0.33,7.8
24,0.6,7.9,0.38,8
23,0.69,7.9,0.44,7.6
23.4,1,7.6,0.64,6.8
22.7,0.6,7.9,0.38,7.8
24,0.52,7.8,0.33,7.7
24.9,0.79,7.8,0.51,7.9
24.7,0.85,7.9,0.54,7.2
23.7,0.68,7.2,0.44,6.9
19.3,0.68,7.2,0.44,7.4
22.9,0.57,7.8,0.37,6.7
25,1.33,7.5,0.85,7.2
21.8,0.88,7.3,0.56,7
20.8,0.52,7.2,0.33,7.5
21.4,0.73,7.3,0.47,7.1
20.7,0.58,7.7,0.37,7.8
24.9,0.77,7.8,0.49,7.7
20,1.02,7.5,0.65,6.6
19,0.52,7.1,0.33,7.6
19.4,1.11,7.2,0.71,6.9
19.6,0.85,7.5,0.54,7.7
19,0.55,7.2,0.35,6.6
19.6,0.71,7.5,0.45,7.8
20.5,0.88,7.7,0.57,6.7
17.7,0.73,7.9,0.47,6.8
24,1.07,8,0.68,6.9
24.7,0.8,7.9,0.51,6.6
24.5,0.57,8,0.37,7.4
24.8,0.57,7.8,0.36,7.8
22.4,0.72,7.6,0.46,7.6
20.1,1.03,7.3,0.66,7.1
20.5,0.75,7.3,0.48,7.5
19.8,0.82,7.5,0.53,7.3
18.3,0.55,7.4,0.35,7.4
17.9,1.12,7.3,0.72,7.8
19.1,0.78,7.6,0.5,6.6
17.4,0.71,7.2,0.46,7.5
18.7,1.06,7.9,0.68,7.6
18.9,0.76,8,0.48,8
23.1,0.61,8,0.39,6.7
23.8,0.59,7.8,0.38,7.1
23.5,0.67,7.9,0.43,7.3
22.4,1.26,7.4,0.81,7.9
21,0.89,7.4,0.57,7.7
21.1,0.87,7.4,0.55,6.5
20.1,0.57,7.6,0.37,7.9
18.4,1.4,7.7,0.9,7.2
22.8,0.51,8,0.33,7.9
20.7,0.72,7.2,0.46,7.8
21.6,0.56,7.2,0.36,8
23.4,0.73,7.5,0.47,7.3
21.5,0.59,8,0.38,7.2
21.9,0.71,7.5,0.46,7.1
22.2,0.77,7.6,0.49,7.5
22.3,0.94,8,0.6,6.7
24.2,0.56,7.7,0.36,7.7
24.9,0.68,7.9,0.43,7.8
19.5,0.51,7.3,0.33,6.8
20.6,0.58,7.4,0.37,7
21.2,1.06,7.6,0.68,7.5
21.7,0.67,7.6,0.43,7.4
22.9,0.56,7.9,0.36,7.4
23.2,0.51,7.9,0.32,7.1
23.8,0.63,7.8,0.4,7.7
23.3,0.75,8,0.48,7.3
23.3,0.53,7.2,0.34,8
24.9,0.76,7.8,0.49,6.5
23.8,0.73,7.9,0.47,6.8
24.9,1.08,7.9,0.69,7.2
21.9,0.52,8,0.33,7.9
24.1,0.58,8,0.37,7.4
20.1,0.68,7.8,0.44,7.2
20.4,0.51,7.7,0.33,7.4
24.4,0.5,7.7,0.32,7.6
22.9,1.02,7.7,0.65,6.6
21.6,0.91,7.6,0.58,6.6
21.8,0.62,7.7,0.4,7.8
24,0.56,8,0.36,7.5
24.4,1.13,7.7,0.72,7.9
23.8,1.4,7.7,0.9,7.1
24.4,0.54,7.3,0.35,7.9
15.4,0.54,7.6,0.34,7.7
16.8,1.14,7.3,0.73,7.5
17.1,0.59,7.3,0.38,7
17.3,0.55,7.1,0.35,7.6
17.4,0.8,7.7,0.51,7.8
19,1.16,7.7,0.74,7.7
17.6,0.7,7.6,0.45,6.6
18,0.73,7.8,0.46,6.7
24.7,1.3,7.8,0.83,6.6
24.2,0.85,7.7,0.54,6.6
19.4,1.01,7.5,0.65,6.7
19.1,0.97,7.7,0.62,6.6
16.7,0.59,7.2,0.38,7.7
17.2,0.92,7.3,0.59,6.7
17.9,0.64,7.9,0.41,8
21.7,0.99,8,0.63,6.7
18.6,0.57,7.8,0.36,7.2
21.2,0.57,7.8,0.36,7.6
23.1,0.52,7.8,0.33,7
20.6,0.51,7.8,0.33,6.8
21.4,0.65,7.7,0.42,7
20.4,0.71,7.8,0.45,6.8
21.3,0.67,7.8,0.43,7.2
24.5,0.52,7.8,0.33,6.7
20.8,0.94,7.2,0.6,6.5
21.8,0.94,7.1,0.6,7
17.3,0.55,7.4,0.35,7.9
21.3,0.64,7.5,0.41,6.5
22.2,0.52,7.2,0.33,7.3
21.6,0.57,7.9,0.37,7.9
24.8,0.54,7.5,0.35,7.8
22.8,0.5,7.8,0.32,6.8
20.2,0.63,8,0.4,6.8
25,0.59,7.6,0.38,7.2
24.4,0.59,7.9,0.38,7.4
23.9,0.6,7.7,0.39,8
24.9,0.76,7.9,0.48,8
24.8,1.34,7.9,0.86,6.6
24.2,0.53,8,0.34,7.5
17.2,0.53,7.5,0.34,7.8
17.7,0.97,7.5,0.62,7.1
19.7,0.85,7.6,0.54,6.5
18.2,0.88,7.6,0.56,6.8
17.3,0.68,7.2,0.44,7
17.6,0.59,7.7,0.38,7
16.8,0.52,7.5,0.33,7.8
18,0.57,7.9,0.36,7.6
17.4,0.7,7.9,0.45,7.7
20.8,0.51,7.6,0.33,6.7
22.8,0.81,7.8,0.52,6.5
23.2,0.55,7.8,0.35,7.4
18.4,0.7,8,0.44,6.6
16.9,0.66,7.8,0.42,7.4
17.6,0.78,7.8,0.5,6.9
17.3,0.84,7.9,0.54,6.8
16.1,0.88,7.9,0.56,7.3
22.6,0.56,8,0.36,6.7
22.2,1.2,7.8,0.77,7
20.9,0.62,8,0.39,7.7
22.5,0.67,7.9,0.43,7.8
18.2,0.77,8,0.49,7.6
23.4,0.63,8,0.4,6.9
23.2,0.54,7.62,0.34,6.5
23.7,0.59,7.92,0.38,6.7
24.9,0.7,7.95,0.45,7.2
24.1,0.51,7.06,0.33,7.5
24.8,0.56,7.64,0.36,6.7
24.3,0.54,7.58,0.35,8
24.5,0.66,7.76,0.42,7.3
22.4,0.53,7.98,0.34,7
23.3,1.35,7.68,0.86,6.9
24.3,0.97,7.72,0.62,7.4
23.1,0.64,7.59,0.41,7.9
22.9,0.56,7.54,0.36,6.5
22.2,0.51,7.35,0.33,8
22.5,0.65,7.49,0.41,7.2
22.7,0.81,7.52,0.52,7.4
24.9,0.6,7.76,0.38,8
25,0.57,7.51,0.36,6.9
25,1,7.41,0.64,7
23.1,0.53,7.24,0.34,7.4
21.5,0.56,7.1,0.36,7.6
23.3,0.88,7.66,0.56,6.8
21.4,0.54,7.54,0.35,7
23.6,0.69,7.99,0.44,6.6
25,0.75,7.99,0.48,7.8
20.6,1,7.65,0.64,7
18.4,0.79,7.21,0.5,7.6
17.5,0.66,7.49,0.42,8
23.2,0.56,7.46,0.36,7.7
23.3,0.62,7.74,0.4,7.6
24.2,0.75,7.89,0.48,7.3
14.5,0.77,7.46,0.49,6.8
16.8,0.79,7.27,0.51,7.1
15.8,0.78,7.56,0.5,6.5
14.3,0.72,7.7,0.46,7.3
16.1,0.79,7.82,0.51,7.7
16.6,1.06,7.93,0.68,7.6
23.1,0.67,7.82,0.43,6.7
14.8,0.56,7.35,0.36,8
15,0.57,7.31,0.36,7.8
17,0.62,7.62,0.4,7.5
19.5,0.58,7.95,0.37,6.8
22.4,0.71,7.55,0.46,7.9
21.7,0.8,7.92,0.51,7.8
16.6,0.56,7.9,0.36,6.9
17.9,0.82,7.4,0.52,7.3
17.4,0.67,7.3,0.43,7.3
17.6,0.75,7.4,0.48,7
17.1,0.51,7.4,0.33,7.2
17.2,0.52,7.4,0.33,7.2
17.5,0.54,7.4,0.35,7.2
17.2,1.16,7.6,0.74,7.3
16.2,0.72,7.4,0.46,7.6
24.6,0.51,7.6,0.33,8
21.8,0.55,7.4,0.35,7.2
21.3,0.7,7.7,0.45,6.7
23.4,1.4,8,0.9,6.8
24.8,0.54,8,0.35,7.8
23.9,0.95,7.9,0.61,6.7
23.7,0.61,8,0.39,7.8
22.5,0.58,7.8,0.37,7.9
24,1.19,7.6,0.76,7
22.2,0.65,7.3,0.41,7.5
23.5,0.53,8,0.34,7.6
23.8,0.55,7.3,0.35,6.6
24.2,0.94,7.4,0.6,7.2
23.8,0.51,7.3,0.33,7.9
25,0.59,7.8,0.38,7.7
17.6,0.52,7.7,0.33,7.2
18.2,1.01,7.6,0.65,7.7
17.6,1.09,7.4,0.7,7.7
17.2,0.54,7.3,0.34,6.9
16.8,0.54,7.4,0.34,7.1
17.6,0.6,7.5,0.39,7.2
19.3,0.51,7,0.33,7.7
19.6,0.55,7.6,0.35,7.6
23,0.59,7.6,0.38,6.6
21.7,0.75,7.7,0.48,7
21.9,0.94,7.7,0.6,6.7
25,0.59,7.9,0.38,6.8
24.3,0.65,8,0.41,7.8
15.5,1.05,7.4,0.67,6.6
14.9,0.57,7.8,0.36,7.1
16,1.28,7.5,0.82,6.9
14.6,1.11,7.5,0.71,7.4
13.9,0.91,7.1,0.58,8
19,0.56,7.6,0.36,7.4
23.8,0.52,7.3,0.33,7.7
24.2,0.53,7.6,0.34,7.3
22.3,0.73,7.8,0.47,7.1
19.1,0.76,7.9,0.49,6.5
19.5,0.66,8,0.42,8
23.6,0.92,8,0.59,6.5
19.4,0.5,7.9,0.32,6.9
17.9,1.22,7.9,0.78,6.5
23.7,0.65,8,0.41,8
23.3,0.54,8,0.34,7.8
20.6,0.61,7.9,0.39,7.8
22.3,1.27,7.2,0.81,6.9
22.9,1.13,7.4,0.72,6.7
20.9,0.74,7.4,0.47,7.4
23.3,0.51,7.7,0.33,6.7
21.2,0.7,7.4,0.45,7
21.6,0.54,7.9,0.34,6.8
23.6,0.6,7.8,0.38,7.3
23,0.64,7.8,0.41,7.2
23,0.57,7.8,0.36,6.8
24.2,1.25,7.9,0.8,7.1
23.4,0.87,8,0.55,7.9
20.5,0.56,8,0.36,7.9
21,0.9,7.3,0.57,6.9
20.1,0.79,7.3,0.5,6.9
19.5,1.13,7.2,0.72,7.2
19.3,0.77,7.3,0.49,7.1
23.7,0.68,7.5,0.44,6.7
24.4,0.72,8,0.46,7.9
23.1,0.51,7.5,0.33,6.6
21.8,0.96,7.1,0.62,7.1
21.6,0.56,7.4,0.36,7.7
23.4,0.62,7.5,0.39,7.7
24.5,0.57,7.2,0.37,7.4
24.1,0.97,7.4,0.62,6.9
20.5,0.53,7.1,0.34,6.6
23,0.63,7.1,0.4,7.3
24.2,0.88,7.7,0.56,8
22.7,0.68,7.7,0.44,6.8
20,0.73,7.4,0.47,7.5
24.3,0.9,7.7,0.58,7.7
19.5,0.66,7.7,0.42,6.8
23.6,1.08,7.8,0.69,7.3
22,0.67,7.8,0.43,7.2
22.9,0.56,7.9,0.36,7.6
25,1.24,7.9,0.79,6.6
24.3,0.75,7.9,0.48,7.2
22.1,0.7,8,0.45,7.6
22.8,0.62,8,0.4,7.2
24,0.5,8,0.32,7.2
18.1,1.32,7.6,0.84,6.7
14.5,0.51,7.1,0.33,7.9
15.3,0.78,7.1,0.5,7.4
14.7,0.63,7.5,0.41,7.9
13.8,0.61,7.8,0.39,7.9
14.1,0.58,7.5,0.37,7.9
13.9,0.56,7.4,0.36,7.7
13.8,1.12,7.3,0.72,6.8
17.2,0.65,7.8,0.41,7.7
19,0.59,7.9,0.38,7.4
15.9,0.7,8,0.45,7.4
25,0.61,7.9,0.39,6.9
17.5,1.28,7.4,0.82,6.5
19.6,1.12,7.1,0.72,6.5
18.4,0.91,7.4,0.58,7.2
17.6,0.94,7.2,0.6,7.4
16.5,0.51,7.3,0.33,6.9
17.4,0.53,7.3,0.34,7.7
16.1,0.69,7.6,0.44,7.1
16.1,1.26,7.8,0.81,7.8
16.5,1.18,7.6,0.76,7.7
20.3,0.6,7.5,0.38,8
19.8,0.71,7.6,0.45,7.6
19.8,0.5,7.8,0.32,7.6
24.3,0.54,7.6,0.35,6.7
23.4,0.6,7.8,0.38,6.9
22.6,0.74,7.8,0.47,7.8
24.9,0.87,7.6,0.56,7
22.3,0.58,7.6,0.37,7.7
20.8,0.56,8,0.36,8
22.3,0.64,7.8,0.41,6.8
21.1,0.69,8,0.44,7.2
22.1,0.56,7.8,0.36,7.8
24.5,1.13,7.3,0.72,6.6
24.1,0.65,7.3,0.41,7.4
22.7,0.54,7.8,0.34,7.7
24.2,1.03,7.8,0.66,7.6
22.4,0.59,7.2,0.38,7.2
23.1,0.7,7.3,0.45,8
22.6,0.77,7.6,0.49,7.2
23,0.55,7.2,0.35,7.3
19.6,0.53,7.6,0.34,7.1
20.4,0.69,7.6,0.44,6.9
22.9,0.56,7.9,0.36,7.2
24.4,0.67,7.7,0.43,7.3
22.5,0.62,7.9,0.4,7.8
23.2,0.7,7.9,0.45,7.5
23.4,0.56,7.4,0.36,6.8
21.9,0.55,7.3,0.35,7.2
22.8,1.36,7.3,0.87,7
23.7,0.58,7.6,0.37,6.9
23,0.52,7.5,0.33,6.5
24.9,0.72,7.2,0.46,7.1
18.9,0.62,7.9,0.4,7.2
22.9,0.7,7.7,0.45,7.3
24.3,0.52,7.4,0.33,7.4
24.4,0.61,7.4,0.39,8
20.6,0.52,7.9,0.33,6.8
17.2,0.59,7.6,0.38,6.6
23.9,0.99,7.8,0.63,7.6
23.8,1.32,7.6,0.84,6.8
18.9,0.6,7.2,0.38,7.2
19,0.69,7.5,0.44,7.8
18.2,0.56,7.4,0.36,6.6
16.5,0.68,7.1,0.43,7.7
15.5,0.57,7.1,0.37,7.7
17.6,0.64,7.9,0.41,8
22.4,0.61,7.6,0.39,7.7
21.3,0.76,7.7,0.49,6.6
23.9,0.56,7.8,0.36,8
24.2,0.81,7.7,0.52,7.7
24.7,0.72,8,0.46,6.8
24.7,0.58,7.8,0.37,7.8
21.8,0.6,8,0.38,8
17.5,0.7,7.6,0.45,7
18.5,1.23,7.7,0.79,7.4
17.6,0.76,7.7,0.49,7.9
17,0.56,7.8,0.36,6.5
17.2,0.51,7.7,0.33,7.6
14.8,0.6,7.8,0.38,6.8
21.6,0.57,7.4,0.37,7.5
22.5,0.55,7.7,0.35,6.9
19.6,0.58,7.8,0.37,7
17.7,0.81,7.5,0.52,7
21.5,0.81,7.7,0.52,6.8
20.4,0.61,7.9,0.39,6.8
17,0.66,7.2,0.42,7.5
14.5,1.31,7.3,0.84,6.7
15.5,1.22,7.2,0.78,7
14.9,0.59,7.6,0.38,7.8
15.8,0.63,7.2,0.4,7.7
18.6,0.57,8,0.37,7.3
22.2,0.72,7.7,0.46,6.7
18.3,0.72,7.6,0.46,6.9
22.9,0.98,7.8,0.62,7.5
19.4,0.55,7.8,0.35,6.8
20.2,0.95,7.8,0.61,7.6
22.7,0.53,8,0.34,7.2
18.5,0.62,7.1,0.4,8
19.1,1.1,7.2,0.7,6.8
18.8,1.23,7.3,0.79,7.6
18.7,0.55,7.6,0.35,7.4
18.1,0.5,7.6,0.32,6.7
16.9,0.62,7.4,0.4,7.4
20.5,0.64,7.9,0.41,6.5
20.4,0.77,7.8,0.49,7
22.8,0.69,7.9,0.44,6.9
24.2,0.61,8,0.39,6.6
25,1.01,7.1,0.65,7.2
24.8,0.52,7.1,0.33,6.9
21.4,0.63,7.1,0.41,7.7
24.9,0.61,7.2,0.39,7.7
22,0.67,7.5,0.43,6.8
20.5,0.54,7.3,0.34,7.8
24.6,0.54,8,0.34,6.7
24.1,0.61,8,0.39,6.9
25,0.67,7.5,0.43,6.6
19.7,0.87,7.5,0.55,7.8
21.4,0.8,7.5,0.51,7
20,0.61,7.4,0.39,7.5
20.9,1.18,7.7,0.76,7.8
19.1,0.57,7.2,0.36,7.8
19.7,0.51,7,0.32,7.6
20.1,1.05,7.1,0.67,7.2
22.1,0.52,7.7,0.33,6.8
23.4,0.65,8,0.41,7
23.3,0.63,7.4,0.4,7.7
24.4,0.52,8,0.33,6.7
21.5,0.74,7.1,0.47,7.2
23.4,0.78,7.2,0.5,7.8
23.6,1.19,7.2,0.76,7.4
22.2,0.6,7.8,0.38,8
21.8,0.52,7.5,0.33,7.7
21.1,0.5,7,0.32,6.7
20.6,0.6,8,0.39,7.2
23.2,0.68,7.7,0.44,6.7
23.6,0.57,7.9,0.36,7.6
23,0.84,7.7,0.54,6.6
23.8,0.69,7.9,0.44,7
23.5,0.62,8,0.4,6.6
23.4,0.55,8,0.35,7.5
15.6,1.32,7.5,0.84,7.8
16.4,0.77,7.5,0.49,7.5
15,0.8,7.5,0.51,7.6
15.9,1.1,7.5,0.7,6.8
15.4,0.67,7.6,0.43,7.3
18.8,0.54,7.7,0.34,8
16.6,0.56,8,0.36,7.9
20.7,0.53,7.4,0.34,7
22.1,0.51,7.6,0.33,7.1
19.6,0.62,7.5,0.39,6.8
19.7,0.51,7.8,0.33,7.5
20.7,0.87,7.8,0.56,6.6
19.1,0.59,7.8,0.38,7.8
22.5,1.22,7.7,0.78,6.7
19.4,0.6,7.4,0.39,6.5
21.5,0.75,7.8,0.48,8
20.7,0.57,8,0.36,7.4
21.3,0.57,8,0.36,7.9
20.9,0.79,7.4,0.51,6.8
21.4,0.5,7.4,0.32,7
21,0.6,7.5,0.38,6.6
20.6,0.54,7.1,0.35,6.9
19.4,0.83,7.2,0.53,7.4
19.1,0.67,7.7,0.43,7.9
18.6,0.51,7.5,0.32,7.8
20,0.56,7.3,0.36,7.6
18,0.56,7.1,0.36,7.2
20,0.54,7.9,0.35,6.8
20.1,0.51,8,0.32,8
16.4,0.67,7.6,0.43,8
15.7,1.28,7.7,0.82,6.8
14.1,1.04,7.8,0.67,6.6
21,1.28,7.5,0.82,7.6
22.7,0.55,7.9,0.35,7.4
23.1,0.77,7.9,0.49,7
19.1,0.9,8,0.57,7.4
21.9,0.64,8,0.41,7.3
22.8,0.62,8,0.39,7.7
21.5,0.73,7.4,0.47,7.7
21.6,1.01,7.6,0.65,6.5
19.9,0.62,7.4,0.39,6.9
20.2,0.58,7.5,0.37,6.7
20.9,0.6,7.6,0.38,6.9
18.7,1.02,7.2,0.65,7
17.9,0.72,7.3,0.46,7.6
22.5,0.63,7.6,0.4,7.9
23.6,0.87,7.8,0.56,7.7
22,0.64,7.4,0.41,7.3
19.6,0.62,7.3,0.4,7.1
20.2,0.89,7.8,0.57,7.6
20.3,0.98,7.8,0.63,7
20.6,0.55,8,0.35,8
17.1,1.24,7.8,0.79,6.5
24.9,0.58,8,0.37,7.8
22.9,0.52,7.7,0.33,7.1
21.6,1.01,7.59,0.65,7.3
24.4,0.97,7.66,0.62,6.7
24.1,0.76,7.68,0.49,6.5
23.8,0.8,7.78,0.51,7.9
24.4,0.64,7.73,0.41,7.7
20.1,0.62,7.11,0.39,6.9
23.3,0.58,7.63,0.37,6.7
20,0.61,7.25,0.39,6.6
24.8,0.69,7.5,0.44,7.5
23.4,0.73,7.82,0.47,7.2
23.6,1.22,7.94,0.78,7.9
22.2,0.64,7.96,0.41,7.6
22.8,0.6,7.55,0.38,7.6
23.7,0.99,7.68,0.63,7.5
22.9,0.87,7.57,0.56,6.7
24.2,0.95,7.86,0.61,7.7
22.8,0.53,7.89,0.34,7.5
24.8,0.66,7.38,0.42,6.5
24.7,0.9,7.52,0.58,6.7
24.1,0.72,7.38,0.46,6.6
24.5,1.38,7.54,0.88,7.1
22.2,0.55,7.98,0.35,7.1
24.4,0.56,7.55,0.36,6.5
20,0.51,7.97,0.33,8
23.1,0.81,7.38,0.52,8
22,0.94,7.51,0.6,6.5
19.6,0.83,7.63,0.53,7.1
21.6,0.64,7.64,0.41,7.8
19.3,1.05,7.65,0.67,7.4
21.7,1.11,7.73,0.71,6.8
21.5,0.54,7.37,0.35,6.8
19.7,0.64,7.51,0.41,6.7
22.1,0.68,7.86,0.43,7.7
24.2,0.55,7.42,0.35,6.7
23.1,0.71,7.8,0.45,7.1
20.4,1.02,7.69,0.65,7.3
23.4,0.68,7.98,0.44,7.7
22.9,1.1,7.96,0.7,6.7
17.4,1.35,7.61,0.86,7.9
19.1,0.91,7.2,0.58,7.9
19,1.11,7.13,0.71,6.6
19.2,0.5,7.1,0.32,6.8
16,0.64,7.4,0.41,7.6
16.8,1.09,7.58,0.7,7.8
19,0.79,7.66,0.51,7
17.4,0.91,7.6,0.58,7.4
18.8,0.92,7.6,0.59,7.1
17.3,0.61,7.59,0.39,7.7
17.1,0.53,7.54,0.34,6.6
19,0.52,7.84,0.33,7.2
24.8,0.53,7.64,0.34,7.1
22,0.85,7.94,0.55,7.7
22.2,1.03,7.8,0.66,6.5
21.7,1.35,7.93,0.86,7.4
18.4,0.8,7.19,0.51,7.5
18.7,0.91,7.38,0.58,6.5
17.6,0.65,7.45,0.42,7.9
17.8,0.87,7.59,0.56,7.6
17.7,0.62,7.69,0.39,7.5
17.9,0.67,7.45,0.43,7.6
18.2,0.51,7.59,0.33,8
23.7,0.66,7.64,0.42,7.4
19.4,0.65,8,0.41,7.3
19.8,0.63,7.96,0.41,7.1
21.6,0.75,7.73,0.48,7.3
20.6,1,7.06,0.64,7.9
19.6,0.79,7.38,0.51,7.4
19.9,0.73,7.29,0.47,7.7
19.8,0.67,7.27,0.43,6.5
19.7,1.38,7.4,0.88,6.8
20.3,0.78,7.73,0.5,6.6
21,0.75,7.61,0.48,7
20.3,0.68,7.63,0.44,8
20.6,0.51,7.84,0.33,6.7
24.8,0.51,7.5,0.32,7.4
24.8,0.75,7.58,0.48,6.9
22.3,0.85,7.92,0.54,7.8
24.1,0.6,7.07,0.39,7.3
24.4,0.76,7.49,0.48,7.5
23.7,0.78,7.55,0.5,6.5
23.9,0.54,7.35,0.34,6.9
24.4,0.62,7.96,0.39,6.8
24.3,0.63,7.97,0.4,7.8
24.3,0.63,7.98,0.4,7.9
22.6,1.32,7.62,0.84,7.5
21.9,0.69,7.23,0.44,7.8
22.2,0.83,7.6,0.53,7.7
24.9,0.76,7.67,0.48,7.6
20.6,0.74,7.5,0.48,7
25,0.68,7.86,0.44,7.7
23.4,0.52,7.34,0.33,6.9
22.4,0.52,7.36,0.33,6.5
23.3,0.68,7.79,0.44,7
24.6,0.66,7.96,0.42,7.4
23.9,0.52,7.89,0.33,7.8
25,0.84,7.34,0.54,6.9
23.4,0.67,7.38,0.43,7.7
23.5,1.03,7.53,0.66,7.5
24,0.67,7.46,0.43,7.2
21.9,0.57,7.65,0.36,7.3
23.7,0.71,7.72,0.45,7.1
24.1,0.91,7.9,0.58,7.2
20.7,0.56,7.81,0.36,7.8
18.1,1.37,7.37,0.88,7.7
20.9,0.7,7.09,0.45,7.6
20.8,0.54,7.55,0.34,7.6
24.4,0.56,7.87,0.36,6.5
17.2,1.11,7.6,0.71,7.5
17.3,0.73,7.28,0.47,7.4
18.6,1.3,7.53,0.83,6.9
17.1,0.51,7.4,0.33,7.1
16.4,0.6,7.58,0.38,7.8
16.5,1.1,7.41,0.7,6.8
17.3,0.78,7.97,0.5,7.7
19,1.38,7.37,0.88,7.8
23.8,0.53,7.39,0.34,6.5
22.2,0.52,7.7,0.33,6.6
22.6,0.67,7.79,0.43,7.2
21.2,1.28,7.92,0.82,7
21.1,0.98,7.85,0.62,7.1
21.7,1.28,7.8,0.82,7
19.8,0.55,7.68,0.35,7.9
18.3,1.2,7.32,0.77,7.1
18.3,0.82,7.25,0.52,6.7
18.4,1.32,7.59,0.84,7
18.4,1.18,7.62,0.76,8
17.7,1.05,7.51,0.67,6.6
18.1,0.99,7.62,0.63,6.6
19.3,0.86,7.74,0.55,6.7
19.4,0.59,7.2,0.38,7.4
19.4,0.5,7.22,0.32,6.9
19.1,0.75,7.23,0.48,7.6
21.6,0.72,7.9,0.46,7.1
20.8,0.74,7.69,0.47,8
23.5,1,7.8,0.64,7.7
20.3,0.68,7.87,0.43,7.7
18.8,0.6,7.7,0.38,6.6
19.8,0.94,7.4,0.6,8
17.3,0.57,7.07,0.37,7.7
16.9,0.85,7.48,0.54,6.7
18.1,1.35,7.55,0.86,7.7
17.8,1.01,7.37,0.65,7.3
20,0.52,7.43,0.33,7.4
18.7,0.51,7.07,0.33,6.5
25,0.54,7.41,0.35,7.3
21.6,0.65,7.72,0.42,6.9
21.4,0.94,7.73,0.6,7.5
20.6,1,7.8,0.64,7
21.6,0.5,7.76,0.32,7
22.7,1.26,7.97,0.81,7.3
20.6,1.18,7.84,0.76,6.6
24,0.84,7.53,0.54,6.7
23.7,0.66,7.38,0.42,6.5
23.5,0.89,7.64,0.57,7.9
23.7,0.67,7.65,0.43,7.1
20.6,0.59,7.92,0.38,6.8
23.5,0.5,7.47,0.32,7.8
20.1,0.7,7.82,0.45,7.7
22.9,0.69,7.57,0.44,6.6
24.5,1.33,7.36,0.85,7.6
23.1,1.39,7.63,0.89,8
21.4,0.67,7.52,0.43,6.9
23.9,0.71,7.71,0.46,6.7
19.5,0.51,7.45,0.33,7.4
19.8,1.18,7.69,0.76,7.9
23.8,0.89,7.86,0.57,7.6
21,0.88,7.6,0.56,6.8
25,0.6,7.53,0.39,7.7
22.5,0.54,7.71,0.35,7
22.9,0.78,7.7,0.5,6.9
21.9,0.63,7.82,0.4,6.6
24.3,0.6,7.55,0.38,7.5
23.6,0.63,7.91,0.4,7.7
18.2,0.64,7.51,0.41,6.5
20.5,0.97,7.2,0.62,7.7
20.1,1.28,7.56,0.82,7.4
19.2,1.27,7.54,0.81,7.2
19.9,1.16,7.68,0.74,7.2
19.7,0.51,7.49,0.32,7.9
19.1,0.65,7.26,0.42,6.6
18.6,0.55,7.44,0.35,7.6
18.8,0.7,7.45,0.45,7
18.7,0.65,7.91,0.42,7.4
25,0.88,7.98,0.57,7.9
21.4,0.77,7.69,0.49,7.8
19.8,1.38,7.6,0.88,6.9
17.6,0.67,7.37,0.43,7.4
18.1,1.3,7.61,0.83,7.5
18.7,1.04,7.75,0.67,7.5
17.3,0.64,7.56,0.41,7.5
18.7,0.6,7.9,0.39,7.8
16.9,0.51,7.16,0.33,6.9
21.3,0.59,7.82,0.38,7.8
24.8,0.56,7.62,0.36,6.9
20.1,0.98,7.86,0.63,7.5
22.7,1,7.76,0.64,7.8
22,0.74,7.75,0.47,6.5
21.6,1.12,7.97,0.72,8
20.7,0.5,7.76,0.32,6.9
18.1,0.87,7.04,0.56,7.5
18.3,1.12,7.28,0.72,7.9
16.3,0.58,7.32,0.37,7.4
16.3,1.07,7.56,0.68,7.8
17.6,1.05,7.56,0.67,7.9
16.4,0.89,7.4,0.57,6.7
16.4,0.53,7.54,0.34,7.3
15.5,0.58,7.4,0.37,6.9
15.5,0.66,7.57,0.42,8
16.2,0.6,7.55,0.38,7
15.7,0.56,7.37,0.36,6.7
15.3,0.72,7.59,0.46,6.9
18,0.58,7.88,0.37,7.5
15.7,0.5,7.7,0.32,7.4
15.1,0.79,7.73,0.51,7.2
21,0.87,7.86,0.55,7.8
18.9,0.94,7.98,0.6,6.8
18.8,0.62,7.47,0.39,6.6
18.5,0.65,7.34,0.41,6.6
19.5,0.71,7.78,0.45,7.2
21.8,1.14,7.55,0.73,6.6
