Temperature,EC,PH,DO,Score
14.2,433,8.2,9.8,19.37
14.2,218,8.2,9.4,19.35
14.2,411,8.3,9.3,19.28
14.2,258,8.4,8.8,19.14
14.2,433,8.2,10.1,19.06
14.2,341,8.3,9.9,18.94
14.2,468,8.53,10.1,18.63
14.2,283,8.1,10.2,18.55
14.2,277,8.3,10,18.53
14.2,442,8.4,10.4,18.17
14.2,224,8.2,8.6,18.08
14.2,288,8.3,10.4,17.7
14.2,216,8.2,8.5,17.63
14.2,381,8.2,11.2,16.44
14.2,381,3.2,10.3,15.32
14.2,250,8.6,11.1,15.02
14.2,9000,8.5,11.7,-10.74
14.3,575,7.3,7.8,100
14.3,724,7.7,7.3,100
14.3,1120,7.4,6.3,73.13
14.3,631,7.5,6,73.1
14.3,1100,9.2,7.4,72.89
14.3,507,7.74,9.5,71.84
14.3,229,7.4,7.1,71.65
14.3,210,7.2,7.1,71.46
14.3,198,7.1,6.6,71.35
14.3,185,7.2,7.3,71.21
14.3,139,7.1,7.7,70.73
14.3,133,7.1,7,70.67
14.3,179,7.2,8.2,46.18
14.3,549,8.42,9.8,46.13
14.3,414,7.9,9.1,46.05
14.3,770,8.5,9.8,46.01
14.3,489,7.6,9.3,45.97
14.3,314,7.6,5.9,45.69
14.3,165,7.5,8.9,45.44
14.3,252,7.4,6,45.43
14.3,240,7.8,9.1,45.31
14.3,160,7.3,9,45.15
14.3,275,7.5,9.3,44.95
14.3,278,8,9.9,42.97
14.3,358,7.8,10.3,42.11
14.3,149,7.52,9.9,42.04
14.3,97,7.6,9.8,42.03
14.3,126,7.4,9.9,41.88
14.3,342,7.84,10.5,41.27
14.3,140,7.9,10.1,41.25
14.3,167,7.8,10.2,41.09
14.3,297,8,10.6,40.58
14.3,91,7,10.2,40.54
14.3,116,7.32,10.4,40
14.3,108,7.1,10.4,39.94
14.3,6890,7.6,7.3,19.46
14.3,29000,8,6.5,19.42
14.3,382,8.1,9.6,19.4
14.3,370,8.2,9.8,19.27
14.3,359,8.2,9.8,19.25
14.3,354,8.1,9.9,19.24
14.3,346,8.3,9.7,19.22
14.3,228,8.2,9.6,19.18
14.3,448,8.1,10.2,19.11
14.3,467,8.19,10.2,19.03
14.3,365,8.3,9.9,19.01
14.3,411,8.2,10.1,19
14.3,410,8.1,10.2,19
14.3,209,8.2,8.7,18.62
14.3,249,8.3,8.6,18.31
14.3,208,8.14,10.2,18.16
14.3,382,8.4,10.3,18.13
14.3,424,8.4,10.4,18.09
14.3,449,8.3,10.7,17.75
14.3,307,8.2,10.6,17.56
14.3,386,8.28,10.8,17.26
14.3,411,6.8,10.3,16.77
14.3,188,4.4,9.6,16.55
14.3,268,8.78,11,14.91
14.3,314,3.2,10.6,14.24
14.3,496,8.7,13,11.51
14.3,425,8.8,12.8,11.42
14.3,3210,7.6,11.1,7.08
14.3,21400,7.7,0.2,6.95
14.3,50300,8.16,7.6,6.94
14.4,505,7.8,8.6,71.84
14.4,537,7,8.6,71.84
14.4,228,7.6,7.6,71.64
14.4,194,7.5,6.9,71.31
14.4,184,7.1,7.2,71.2
14.4,582,8.1,9.9,46.27
14.4,246,7.5,8.4,46.24
14.4,353,8,8.9,46.16
14.4,179,7.2,8.6,46.1
14.4,249,7.1,8.2,45.92
14.4,156,7.6,8.7,45.85
14.4,357,7.9,9.2,45.64
14.4,177,7.6,8.9,45.5
14.4,423,7.4,8.4,45.43
14.4,502,8.44,10.2,45.26
14.4,474,8,9.6,45.23
14.4,391,7,1.8,44.36
14.4,152,7.6,9.3,44.18
14.4,196,7.5,9.5,43.8
14.4,372,7.7,10,43.29
14.4,245,7.2,9.8,43.1
14.4,426,7.9,10.2,42.96
14.4,138,7.3,9.7,42.69
14.4,215,7.2,9.9,42.52
14.4,209,8,10,42.12
14.4,95,7.1,9.8,42.01
14.4,141,7.45,10,41.62
14.4,113,7.5,10.1,41.06
14.4,127,7.4,10.2,40.8
14.4,212,8,10.4,40.69
14.4,205,7.6,10.4,40.64
14.4,618,8.5,11.5,40.6
14.4,138,7.4,10.6,39.45
14.4,104,7.6,10.7,38.87
14.4,91,7.1,10.8,38.44
14.4,11700,7.52,7.2,19.44
14.4,253,8.1,9.3,19.38
14.4,386,8.1,9.8,19.37
14.4,410,8.1,9.9,19.34
14.4,439,8.2,10,19.21
14.4,376,8.1,10.1,19.04
14.4,493,8.46,10,19.01
14.4,396,8.1,9.3,18.99
14.4,456,8.3,10.1,18.98
14.4,241,8.38,8.6,18.67
14.4,278,8.26,10.3,17.98
14.4,215,8.18,10.3,17.87
14.4,489,8.3,10.8,17.71
14.4,240,6.8,9.7,17.41
14.4,213,8.12,8.5,17.16
14.4,354,8.3,10.8,17.05
14.4,452,8.6,10.9,16.54
14.4,333,8.2,11.1,16.45
14.4,241,8.4,11,15.73
14.4,186,4.4,10.1,15.27
14.4,162,4.5,10.1,15.18
14.4,128,8.6,11.4,13.68
14.4,5910,7.88,4.4,6.99
14.4,14600,7.74,2.1,6.96
14.4,24700,7.9,6.3,6.95
14.5,966,7.7,7.1,100
14.5,612,7.3,6.8,100
14.5,768,7.46,6.8,100
14.5,508,7.1,7.9,100
14.5,1310,7.3,6.7,100
14.5,271,7.3,7.5,72.02
14.5,192,7.1,7.3,71.29
14.5,184,7.2,6.6,71.2
14.5,162,7.4,7.6,70.98
14.5,566,8,10.7,64.85
14.5,229,8,8.5,46.27
14.5,601,8.2,9.8,46.27
14.5,347,7.4,8.4,45.93
14.5,508,8.18,9.5,45.87
14.5,344,7.9,9.1,45.81
14.5,556,9,3.3,45.63
14.5,248,7.1,6.1,45.45
14.5,260,7.4,5.9,45.44
14.5,365,7,4.5,45.42
14.5,518,8.3,10.3,45.37
14.5,490,8,9.6,45.31
14.5,201,7.2,9.1,45.1
14.5,428,7.6,9.6,44.97
14.5,302,7.8,9.4,44.81
14.5,304,7.36,9.5,44.51
14.5,654,8.4,10.6,44.16
14.5,486,7.5,8.3,44.12
14.5,155,7.4,9.4,43.86
14.5,417,7.2,0.4,43.81
14.5,686,8.31,10.9,43.45
14.5,117,7.4,9.6,42.9
14.5,235,7,9.9,42.67
14.5,172,7.3,10.1,41.48
14.5,837,8.18,11.7,41.03
14.5,440,7.8,10.8,40.89
14.5,222,7.7,10.4,40.76
14.5,116,7.7,10.2,40.72
14.5,116,7.3,10.3,40.36
14.5,140,7.5,10.4,40.17
14.5,168,7.5,10.5,40.01
14.5,147,7.4,10.5,39.86
14.5,78,7.08,10.4,39.73
14.5,98,7.4,10.6,39.17
14.5,106,7.5,10.8,38.54
14.5,406,8.1,9.6,19.38
14.5,489,8.4,9.9,19.21
14.5,473,8.3,10.1,19.04
14.5,248,8.2,8.9,18.98
14.5,438,8.12,9.3,18.82
14.5,328,8.3,10,18.72
14.5,147,8.1,8.7,18.7
14.5,222,8.1,10,18.7
14.5,199,8.2,8.7,18.69
14.5,171,8.2,9.9,18.5
14.5,229,8.07,10.3,18.18
14.5,359,8.4,10.3,18.03
14.5,215,8.2,8.5,17.64
14.5,288,8.2,10.6,17.46
14.5,299,8.04,10.8,17.42
14.5,444,8.35,11,16.88
14.5,384,3.28,9.8,16.63
14.5,315,8.3,10.9,16.61
14.5,402,3.3,9.9,16.47
14.5,206,4.3,9.8,16.09
14.5,229,8.1,8.4,15.93
14.5,256,8.2,8.3,15.4
14.5,40700,8.4,8.2,-10.76
14.6,1110,7.9,6.8,100
14.6,560,7.4,8,100
14.6,1110,7.5,7.4,100
14.6,685,7.5,6.3,73.13
14.6,1100,7.8,6.1,73.11
14.6,792,7.8,9.1,73.07
14.6,604,8,8.7,72.44
14.6,788,7.6,8.7,72.44
14.6,515,8,9.5,71.84
14.6,239,7.3,7.2,71.74
14.6,238,7.5,7.7,71.73
14.6,230,7.4,7.3,71.66
14.6,224,7.3,7.3,71.6
14.6,189,7,6.7,71.26
14.6,179,7.04,6.8,71.15
14.6,151,7.14,7.6,70.86
14.6,140,7.1,7.7,70.74
14.6,524,7.2,10.1,68.53
14.6,213,7.4,8.4,46.27
14.6,562,8.26,9.8,46.26
14.6,545,8.3,9.8,46.24
14.6,481,7.3,6,46.23
14.6,1170,8.2,9.5,45.92
14.6,263,7.5,8.2,45.85
14.6,284,7.2,4,44.75
14.6,387,7.5,9.7,44.41
14.6,229,7.4,9.4,44.35
14.6,136,7.92,9.3,44.07
14.6,230,7.41,9.5,44.03
14.6,225,8,9.5,44
14.6,138,7,9.4,43.75
14.6,524,3.1,9.7,43.28
14.6,368,8,10,43.26
14.6,604,8.4,10.9,43.13
14.6,202,7.9,9.8,42.79
14.6,166,7.4,9.8,42.53
14.6,140,7.5,9.9,41.98
14.6,531,8.8,8.3,41.92
14.6,129,7.8,9.9,41.9
14.6,254,8,10.2,41.72
14.6,155,7.5,10,41.72
14.6,227,8,10.2,41.52
14.6,172,7.7,10.1,41.48
14.6,186,7.9,10.2,41.22
14.6,161,7.5,10.2,41.04
14.6,83,7.08,10.2,40.48
14.6,156,7.7,10.4,40.29
14.6,196,8,10.6,39.86
14.6,106,7.6,10.5,39.58
14.6,141,7.9,10.7,39.12
14.6,70,7.16,10.6,38.98
14.6,531,8.2,12.4,38.5
14.6,150,7.8,11.3,37.17
14.6,306,8.6,6.2,19.4
14.6,445,8.4,9.6,19.38
14.6,331,8.3,9.6,19.29
14.6,399,8.2,9.9,19.23
14.6,386,8.3,9.8,19.2
14.6,441,8.4,9.9,19.09
14.6,482,8.44,10.1,18.84
14.6,449,8.4,10.1,18.8
14.6,399,8.4,10,18.8
14.6,181,8.1,9.9,18.73
14.6,218,8.1,10,18.68
14.6,194,8.2,9.9,18.59
14.6,340,8.2,10.2,18.58
14.6,241,8.33,10.1,18.1
14.6,367,8.3,10.4,18.06
14.6,236,8.1,8.6,17.38
14.6,249,8.1,8.5,16.46
14.6,232,8.16,8.4,16.41
14.6,99,6.8,9.9,16.2
14.6,205,4.2,9.8,16.05
14.6,243,8.08,8.3,14.34
14.6,27700,7.7,8.4,6.95
14.6,25500,8.1,7.9,6.95
14.6,49800,7.9,4.2,6.94
14.7,868,7.4,7.6,100
14.7,626,7.5,6.9,100
14.7,578,7.8,7.8,100
14.7,676,7,6.9,100
14.7,508,7.8,7.8,100
14.7,733,7.2,6.5,100
14.7,653,7.6,6.6,100
14.7,633,7.5,7.9,100
14.7,490,7.5,6.6,73.13
14.7,704,7.3,9.2,72.89
14.7,943,7.7,4.4,72.54
14.7,635,7.4,8.6,71.84
14.7,505,7.46,9.6,71.37
14.7,732,7.56,9.6,71.37
14.7,179,7.3,7.6,71.15
14.7,649,7.1,9.9,69.73
14.7,607,7.8,10.9,63.66
14.7,535,8.44,9.6,46.27
14.7,341,7.2,8.8,46.23
14.7,543,8.31,9.9,46.14
14.7,451,7.9,8.7,46.12
14.7,364,7.7,8.5,46.08
14.7,505,8.29,10.1,45.85
14.7,354,7.65,8.3,45.58
14.7,480,7.2,9.5,45.52
14.7,438,8,9.7,44.73
14.7,211,7.6,9.4,44.24
14.7,467,8,10,43.94
14.7,150,7.1,9.5,43.48
14.7,394,7.9,10,43.44
14.7,154,7.4,9.8,42.44
14.7,136,7.2,9.8,42.31
14.7,135,7.7,9.8,42.31
14.7,136,7.5,9.9,41.95
14.7,480,7.9,10.6,41.91
14.7,138,7.4,10,41.6
14.7,286,7.7,10.3,41.59
14.7,136,7.41,10,41.59
14.7,384,8,10.5,41.57
14.7,207,7.7,10.2,41.38
14.7,94,7,10,41.28
14.7,236,7.2,10.3,41.22
14.7,278,7.49,10.4,41.16
14.7,80,7,10.1,40.82
14.7,127,7.5,10.2,40.8
14.7,174,8,10.3,40.77
14.7,110,7.3,10.3,40.31
14.7,118,7.6,10.4,40.01
14.7,156,7.8,10.6,39.58
14.7,82,7.1,10.6,39.06
14.7,116,7.4,10.7,38.95
14.7,100,7.6,10.8,38.5
14.7,8240,7.94,7.6,19.45
14.7,421,8.3,9.5,19.4
14.7,494,8.34,9.5,19.35
14.7,200,8.3,9.3,19.33
14.7,498,8.29,9.9,19.33
14.7,335,8.2,9.7,19.3
14.7,384,8.2,9.3,19.22
14.7,195,8.2,8.9,19.19
14.7,260,8.1,9.9,19
14.7,423,8.4,10,18.88
14.7,498,8.54,10.2,18.53
14.7,396,8.08,10.5,18.44
14.7,432,8.3,10.4,18.34
14.7,480,8.42,10.4,18.29
14.7,229,8.06,10.3,18.2
14.7,239,8.2,10.2,18.16
14.7,300,8.26,8.7,18.12
14.7,341,6.8,2.5,18.07
14.7,307,8.36,8.6,18.05
14.7,178,8.1,8.6,18.04
14.7,273,8.3,10.3,17.86
14.7,197,8.34,10.4,17.17
14.7,281,8.32,8.4,16.9
14.7,113,6.8,10.2,15.51
14.7,460,8.66,11.9,13.93
14.7,1910,7.4,6.2,7.42
14.7,2360,7.7,9.5,7.2
14.7,3290,7.68,0.6,7.07
14.7,6570,7.2,3.1,6.99
14.7,11700,7.6,0.3,6.96
14.8,563,7.35,8,100
14.8,599,7.8,6.8,100
14.8,477,7.48,7.8,73.12
14.8,621,7.6,5.4,72.96
14.8,1010,7.3,5.3,72.93
14.8,690,7.6,9.2,72.89
14.8,276,7.8,6.5,72.07
14.8,269,7.4,6.5,72.01
14.8,886,7.7,9.5,71.84
14.8,1190,7.6,2.4,71.21
14.8,176,7.4,7.9,71.12
14.8,508,7.32,8.4,69.98
14.8,695,7.4,0.3,69.41
14.8,189,7.1,8.3,46.25
14.8,492,7.82,8.9,46.25
14.8,384,7.4,8.6,46.17
14.8,848,6.6,4.8,45.98
14.8,250,7.2,8.2,45.92
14.8,534,8.4,10.1,45.61
14.8,402,8.4,7.7,45.6
14.8,336,7.72,9.2,45.55
14.8,420,7.55,9.4,45.47
14.8,204,7.4,9.1,45.12
14.8,258,7.9,4.5,44.82
14.8,292,7.5,4,44.8
14.8,152,7.5,9.3,44.18
14.8,125,7.4,9.3,44
14.8,475,7.4,10,44
14.8,496,7.2,8.3,43.97
14.8,230,7.9,9.6,43.69
14.8,368,7.8,9.9,43.61
14.8,153,7.6,9.5,43.5
14.8,603,8.42,10.9,43.06
14.8,659,8.5,10.9,42.77
14.8,96,7.2,9.8,42.02
14.8,151,8,10,41.7
14.8,192,7.7,10.2,41.27
14.8,189,7.3,10.2,41.24
14.8,118,7.6,10.1,41.09
14.8,151,7.5,10.2,40.97
14.8,82,7.4,10.3,40.11
14.8,442,7.7,11.2,39.48
14.8,123,7.8,10.7,39
14.8,503,8.3,12.3,38.5
14.8,173,7.7,11.1,37.98
14.8,432,8,11.8,37.38
14.8,9110,7.9,7.4,19.44
14.8,240,6.6,8.5,19.39
14.8,241,8.1,4.6,19.39
14.8,404,8.21,9.5,19.38
14.8,358,8.2,9.3,19.29
14.8,354,8.2,9.8,19.24
14.8,404,6.9,5.8,19.22
14.8,445,8.2,9.4,19.19
14.8,423,8.28,10,19.06
14.8,262,8.2,9.8,19
14.8,346,8.3,9.9,18.95
14.8,168,8.1,9.8,18.86
14.8,164,8.2,9.7,18.85
14.8,468,8.4,10.2,18.68
14.8,284,8.4,9.9,18.55
14.8,270,8.3,10,18.5
14.8,184,8.1,8.7,18.43
14.8,185,8.3,8.5,18.42
14.8,229,8.18,8.7,18.39
14.8,172,8.2,10.2,17.86
14.8,390,8.2,10.7,17.71
14.8,369,8.3,10.6,17.61
14.8,414,8.3,10.8,17.35
14.8,411,8.3,10.9,17.09
14.8,266,8.08,8.6,16.82
14.8,238,8.44,10.6,16.63
14.8,244,8.4,10.8,16.25
14.8,231,8.5,10.7,16.19
14.8,168,4.68,9.8,16.04
14.8,247,8.7,10.6,16.01
14.8,221,4.4,10,15.7
14.8,5090,7.5,5.6,7.01
14.8,6150,7.5,0.3,6.99
14.8,13300,7.6,5,6.96
14.8,13200,7.8,0.1,6.96
14.8,27200,7.88,6.4,6.95
14.9,569,7.8,7.1,100
14.9,591,7.6,7.8,100
14.9,498,7.5,7,73.14
14.9,853,7.6,9,73.14
14.9,658,7.4,5.9,73.08
14.9,1270,7.5,9.3,72.62
14.9,517,7.8,8.6,71.84
14.9,1250,7.3,8.6,71.84
14.9,246,7.58,7.6,71.8
14.9,220,7.2,6.5,71.56
14.9,219,7.2,7.1,71.55
14.9,197,7.4,7.5,71.34
14.9,149,7.3,7.6,70.84
14.9,178,7.2,8.4,46.27
14.9,170,7.1,8.3,46.27
14.9,416,7.6,5.8,46.05
14.9,582,8.28,10,46.04
14.9,466,7.13,9.3,45.89
14.9,164,7.9,8.7,45.88
14.9,411,7.9,9.3,45.66
14.9,158,7.1,8.8,45.65
14.9,133,7.1,8.8,45.53
14.9,476,7.85,9.5,45.5
14.9,237,7.1,5.9,45.32
14.9,293,7.8,5,45.25
14.9,290,7.2,4.7,45.1
14.9,254,7.6,9.4,44.51
14.9,192,7.57,9.6,43.43
14.9,255,8,9.8,43.17
14.9,786,2.9,9.8,42.83
14.9,185,7.5,9.9,42.31
14.9,130,7,9.8,42.27
14.9,201,8,10,42.06
14.9,88,7.5,9.8,41.96
14.9,154,7.6,10,41.72
14.9,141,7,10,41.62
14.9,170,7.3,10.1,41.47
14.9,264,7.9,10.3,41.43
14.9,157,7.6,10.1,41.38
14.9,142,7.8,10.1,41.27
14.9,225,8,10.3,41.14
14.9,284,8,10.5,40.85
14.9,219,7.53,10.5,40.38
14.9,161,7.3,10.4,40.32
14.9,252,7.94,10.6,40.26
14.9,91,7.3,10.3,40.18
14.9,148,7.6,10.5,39.87
14.9,85,7.37,10.7,38.73
14.9,143,8,10.9,38.45
14.9,79,7.25,11.6,35.8
14.9,172,8,13.6,31.09
14.9,280,8.1,9.5,19.4
14.9,416,8.38,9.8,19.18
14.9,480,8.44,10,19
14.9,282,8.2,9.9,18.91
14.9,221,8.1,9.9,18.87
14.9,248,8.1,10,18.79
14.9,350,8.3,10.1,18.62
14.9,377,8.2,10.3,18.53
14.9,398,8.3,10.3,18.41
14.9,220,8.2,8.6,18.12
14.9,265,8.28,8.5,17.52
14.9,240,8.5,10.2,17.47
14.9,274,8.3,10.5,17.4
14.9,248,4.3,9.5,17.06
14.9,313,8.1,8.7,17.02
14.9,97,8.1,10.8,16.27
14.9,318,8.6,11.4,14.61
14.9,175,8.1,11.7,14.4
14.9,3490,7.7,10,7.06
14.9,4400,7.6,1.1,7.02
14.9,7240,7.2,5.3,6.98
15,574,7.5,6.6,100
15,519,7.7,7.1,100
15,570,7.31,7.8,100
15,796,7.5,7.6,100
15,495,7.4,7.6,73.14
15,1340,6.9,6.6,73.13
15,1100,7.2,6.4,73.13
15,755,7.9,8.9,73.07
15,657,7.8,5.3,72.93
15,539,7.8,9.2,72.89
15,1390,7.6,4,72.32
15,276,7.8,7.7,72.07
15,945,7.4,9.5,71.84
15,222,8,7.1,71.58
15,149,7.3,7.9,70.84
15,119,7.2,7.9,70.51
15,596,7.64,9.8,70.3
15,856,7.4,1.1,70.13
15,856,7.8,8.4,69.98
15,562,7,8.4,69.98
15,574,7.8,8.2,67.1
15,1240,8.01,7.7,63.31
15,432,7.6,8.9,46.27
15,568,8.1,9.8,46.24
15,346,8.8,6.9,46.23
15,737,8.8,6.1,46.2
15,174,7.4,8.5,46.2
15,287,7.5,8.8,46.12
15,432,7.4,8.6,46
15,333,7.9,9,45.95
15,307,7.6,6.3,45.8
15,547,8.73,9.7,45.77
15,113,7,8.7,45.67
15,263,7.5,6.4,45.64
15,567,8.1,10.4,45.61
15,388,8,9.3,45.56
15,530,8.5,10.1,45.37
15,252,7.5,9.2,45.1
15,473,7.7,8.4,44.95
15,638,8.1,10.7,44.8
15,493,7.4,8.4,44.71
15,227,7.7,9.3,44.66
15,250,7.2,3.4,44.24
15,149,7.6,9.3,44.16
15,398,7.4,9.8,44.15
15,194,7.5,9.4,44.12
15,310,8,9.7,43.9
15,174,7.8,9.5,43.65
15,370,7.13,9.9,43.62
15,753,2.9,9.7,43.18
15,290,7.92,9.9,43.06
15,1320,2.6,9.7,43.03
15,336,8,10,43.03
15,154,7.7,9.7,42.8
15,191,7.4,9.8,42.71
15,272,7.88,10,42.57
15,601,8.5,11,42.41
15,285,7.85,10.1,42.31
15,134,7.4,9.8,42.3
15,819,2.8,10,42.05
15,536,8.64,11,41.91
15,134,7.7,10,41.57
15,531,3,10.3,41.07
15,189,7.6,10.4,40.52
15,139,7.3,10.3,40.52
15,31,7.6,10.2,40.11
15,199,7.3,10.7,39.53
15,119,7.7,10.6,39.32
15,79,7.18,10.7,38.69
15,128,7.5,10.9,38.35
15,108,7.9,11,37.88
15,139,7.6,12.4,33.87
15,121,7.5,12.9,32.49
15,13400,7.2,7.6,19.43
15,460,8.2,9.7,19.41
15,499,8.2,9.8,19.41
15,338,8.02,9.6,19.4
15,240,8.2,9.2,19.39
15,396,8.08,9.8,19.39
15,419,8.1,9.6,19.36
15,399,8.26,9.4,19.36
15,427,8.3,9.4,19.35
15,277,8.2,9.7,19.18
15,496,8.5,9.9,19.1
15,273,8.2,9,19.09
15,463,8.4,10,19.01
15,298,8.01,10.2,18.78
15,340,8.2,10.1,18.76
15,475,8.4,10.2,18.71
15,106,6.9,8.9,18.61
15,242,8.4,10,18.17
15,408,8.45,10.3,18.13
15,298,3.6,5.8,17.99
15,297,3.6,5.8,17.99
15,170,8.3,10.1,17.85
15,339,8.4,10.4,17.71
15,171,8.2,10.3,17.62
15,404,8.3,10.8,17.3
15,187,8.5,10.2,17.22
15,201,8.2,8.4,17.19
15,247,4.2,9.5,17.02
15,235,8.4,10.8,16.21
15,142,6.9,10.3,15.44
15,1490,7.2,8.6,9.6
15,35900,8.2,9.6,-10.76
15.1,1380,7.5,6.6,100
15.1,532,7.2,6.9,100
15.1,850,7.3,7.7,100
15.1,792,7.73,7.2,100
15.1,890,7.8,6.1,73.11
15.1,462,7.6,7.7,73.1
15.1,462,7.6,7.7,73.1
15.1,614,7.39,6,73.1
15.1,451,7.5,7.1,73.07
15.1,332,7.6,7.4,72.5
15.1,595,7.8,8.7,72.44
15.1,506,7.48,9.4,72.26
15.1,272,7.62,7.4,72.03
15.1,212,7.2,7.9,71.48
15.1,202,7.1,7.3,71.39
15.1,166,7.2,7.2,71.02
15.1,163,7.7,6.9,70.99
15.1,555,8,9.7,70.85
15.1,134,7.5,7.8,70.68
15.1,1220,7.6,8.4,69.98
15.1,1150,7.4,10,69.14
15.1,712,7.9,8.1,65.24
15.1,690,7.65,11.5,60.3
15.1,96,7.1,8.1,46.24
15.1,552,8.3,9.8,46.24
15.1,525,8.4,9.5,46.24
15.1,561,8.32,9.8,46.23
15.1,212,7.3,8.2,46.08
15.1,211,7.3,8.7,46.05
15.1,360,7.28,8.4,45.87
15.1,326,7.7,6,45.78
15.1,140,7.1,8.8,45.57
15.1,225,7.4,9.1,45.23
15.1,302,7.4,4.6,45.13
15.1,211,7.1,5.2,44.87
15.1,334,8.1,7.5,44.82
15.1,390,7.3,8.2,44.75
15.1,215,7.8,9.4,44.26
15.1,106,7.1,9.2,44.2
15.1,387,7.8,9.8,44.08
15.1,147,7.7,9.4,43.81
15.1,145,7.5,9.4,43.79
15.1,111,7.4,9.4,43.56
15.1,210,7.2,9.6,43.55
15.1,401,7.9,10.1,43.14
15.1,238,7.6,9.8,43.05
15.1,233,7.2,9.8,43.01
15.1,233,7.1,9.9,42.65
15.1,123,7.4,9.7,42.58
15.1,585,3,9.9,42.52
15.1,263,7.3,10,42.51
15.1,347,8,10.2,42.39
15.1,381,8,10.3,42.28
15.1,217,8,10,42.17
15.1,626,8.1,9,41.92
15.1,138,8,10.1,41.24
15.1,602,2.8,10.4,40.6
15.1,88,7.5,10.2,40.51
15.1,163,8,10.4,40.34
15.1,166,7.3,10.5,40
15.1,386,7.7,11.2,39.09
15.1,85,7,11.3,36.76
15.1,2410,7.2,7.2,19.69
15.1,24800,7.5,7.2,19.42
15.1,23400,7.74,7.2,19.42
15.1,376,8.2,9.5,19.4
15.1,448,8.3,9.5,19.39
15.1,497,8.2,9.9,19.38
15.1,466,8.1,10.1,19.27
15.1,476,8.32,10,19.15
15.1,448,8.1,10.2,19.11
15.1,422,8.3,10.1,18.88
15.1,389,6.7,4.6,18.87
15.1,396,8.3,6.3,18.8
15.1,334,8.1,10.2,18.74
15.1,384,8.3,10.1,18.74
15.1,445,8.3,10.3,18.6
15.1,327,8.4,10,18.53
15.1,362,8.3,10.2,18.47
15.1,229,8.3,8.6,18.47
15.1,439,8.3,10.4,18.37
15.1,251,8.2,10.3,17.99
15.1,222,8.4,10.2,17.63
15.1,126,6.9,9.4,17.61
15.1,190,9,9.7,17.23
15.1,212,8.14,10.9,16.49
15.1,213,8.1,8.4,16.22
15.1,218,4.4,10,15.68
15.1,412,3,10.2,15.65
15.1,211,4.3,10,15.61
15.1,88,6.9,10.2,15.42
15.1,9280,7.6,6.4,6.97
15.1,2780,8.1,3.2,-10.61
15.2,526,7.7,6.9,100
15.2,719,7.4,6.9,100
15.2,919,7.4,7.5,100
15.2,620,8,9,73.14
15.2,559,7.3,9,73.14
15.2,494,7.3,7.8,73.13
15.2,520,6.7,8,73.12
15.2,443,7.23,7.4,73.05
15.2,777,8,9.2,72.89
15.2,310,7.8,6.7,72.34
15.2,278,7.4,7.4,72.08
15.2,270,7.6,6.8,72.02
15.2,210,7.1,6.5,71.46
15.2,540,7.9,9.6,71.37
15.2,186,7.2,6.5,71.23
15.2,670,7.9,8.5,71.03
15.2,145,7.4,7.5,70.8
15.2,540,7.96,9.8,70.3
15.2,567,7.5,10,69.14
15.2,633,7.4,10.3,67.3
15.2,1340,7.7,11.9,58.27
15.2,178,8.3,7.5,46.26
15.2,155,7.3,8.4,46.25
15.2,529,8.8,6,46.22
15.2,172,7.2,8.5,46.2
15.2,216,7.6,8.6,46.18
15.2,518,8.3,9.9,46.15
15.2,120,7.4,8.5,46.07
15.2,170,7.2,8.1,46.05
15.2,515,8.49,9.8,46.03
15.2,552,8.1,9.6,45.92
15.2,555,8.4,10,45.83
15.2,285,7.6,8.2,45.72
15.2,401,7.5,8.4,45.6
15.2,253,7.5,6.4,45.59
15.2,230,6.9,7,45.48
15.2,168,7.2,8.9,45.46
15.2,204,7.5,9,45.39
15.2,305,7.2,9.2,45.39
15.2,647,8.5,10.1,45.37
15.2,542,8.4,10.2,45.37
15.2,165,7.3,9,45.18
15.2,551,8.6,10.1,45.09
15.2,222,7.2,5,44.84
15.2,243,7.01,9.3,44.76
15.2,284,8,9.4,44.7
15.2,202,7.4,9.3,44.5
15.2,402,7.47,9.7,44.5
15.2,445,7.9,9.8,44.46
15.2,178,7.5,9.3,44.35
15.2,282,7.1,3.1,44.3
15.2,562,8.41,8.9,43.99
15.2,451,7.9,10,43.83
15.2,209,7.1,9.6,43.55
15.2,75,7.16,9.4,43.31
15.2,103,7.49,9.5,43.15
15.2,148,7.6,9.6,43.12
15.2,291,8,9.9,43.07
15.2,139,7.8,9.6,43.05
15.2,499,8.2,7.9,43.03
15.2,224,7.9,9.8,42.95
15.2,258,7.82,9.9,42.83
15.2,560,2.8,9.8,42.77
15.2,387,8,10.2,42.68
15.2,177,7.6,9.8,42.61
15.2,391,7.9,10.3,42.35
15.2,59,7.2,9.8,41.75
15.2,157,7.8,10,41.74
15.2,245,7.9,10.2,41.65
15.2,144,7.76,10,41.64
15.2,141,7.9,10,41.62
15.2,256,7.9,10.3,41.37
15.2,223,7.9,10.3,41.13
15.2,90,7.5,10.1,40.89
15.2,380,8,10.7,40.82
15.2,262,7.9,10.5,40.69
15.2,58,7.5,10.1,40.66
15.2,132,7.5,10.3,40.47
15.2,103,7.1,10.3,40.26
15.2,146,7.7,10.4,40.21
15.2,182,7.48,10.5,40.11
15.2,96,7.4,10.5,39.5
15.2,212,7.9,10.9,38.92
15.2,290,8,11.1,38.77
15.2,174,7.4,10.9,38.66
15.2,525,8.4,12.2,38.5
